title,premiere_year,final_year,seasons,episodes,country,technique,era,run_years,averageRating,numVotes,runtimeMinutes,genres,rating_norm,seasons_norm,votes_norm,success_score,is_successful,title_has_high_animal,title_has_low_animal,title_has_hero_keyword,title_word_count,title_has_character
Super Drags,2018,2018,1,5,Brazil,Traditional,Streaming Era (2010+),0,5.5,2041.0,24.0,"Animation,Comedy,Fantasy",0.5189873417721519,0.0,0.0029299267590369433,0.20832741839861998,0,0,0,1,2,1
Super Giant Robot Brothers,2022,,1,10,United States,CGI,Streaming Era (2010+),1,6.6,252.0,26.0,"Action,Adventure,Animation",0.6582278481012657,0.0,0.0003516488584382755,0.26337905145511586,0,0,0,1,4,1
Super Mario World,1991,1992,1,13,Coproduction,Traditional,Golden Age (85-96),1,6.5,1587.0,30.0,"Adventure,Animation,Comedy",0.6455696202531644,0.0,0.0022756292929263814,0.2587967554244974,0,0,0,1,3,1
Super Wings,2015,,5,204,Coproduction,CGI,Streaming Era (2010+),8,5.9,541.0,15,"Adventure,Animation,Family",0.569620253164557,0.125,0.0007681509899491839,0.27179013901331006,0,0,0,1,2,1
Super Wish,2022,,1,10,Canada,Flash,Streaming Era (2010+),1,8.5,43.0,22.0,Animation,0.8987341772151897,0.0,5.0441434612047726e-05,0.3595062812447289,1,0,0,1,2,1
Superman: The Animated Series,1996,2000,3,54,United States,Traditional,Golden Age (85-96),4,8.1,19780.0,30.0,"Action,Adventure,Animation",0.8481012658227846,0.0625,0.02849508700426879,0.36823927808018103,1,0,0,0,4,1
Dreamkix,2010,2010,1,26,South Korea,CGI,Streaming Era (2010+),0,8.1,50.0,22,"Animation,Comedy,Sport",0.8481012658227846,0.0,6.0529721534457266e-05,0.33925563875949744,1,0,0,0,1,0
Hammerman,1991,1991,1,13,Coproduction,Traditional,Golden Age (85-96),0,4.0,279.0,30.0,"Animation,Comedy,Family",0.3291139240506329,0.0,0.0003905608222818552,0.13174320982582363,0,0,0,0,1,0
Dragons: The Nine Realms,2021,,2,13,United States,CGI,Streaming Era (2010+),2,5.3,1212.0,23.0,"Action,Adventure,Animation",0.49367088607594933,0.03125,0.0017351853506544417,0.20883965076804334,0,0,0,0,4,1
Abby's Flying Fairy School,2009,2012,4,26,United States,CGI,Modern (97-09),3,6.0,27.0,,Family,0.5822784810126581,0.09375,2.738249307511162e-05,0.265730738028332,0,0,0,0,4,1
Ace Ventura: Pet Detective,1995,2000,3,41,Coproduction,Traditional,Golden Age (85-96),5,5.6,1096.0,30.0,"Animation,Comedy,Family",0.5316455696202531,0.0625,0.001568008024511655,0.23492522985422917,0,0,0,0,4,1
Action Dad,2012,2012,1,22,Coproduction,Flash,Streaming Era (2010+),0,7.5,34.0,22.0,Animation,0.7721518987341771,0.0,3.747077999752117e-05,0.30887012718867024,0,0,0,0,2,1
Action Man,1995,1996,1,26,United Kingdom,"Traditional, Live-Action",Golden Age (85-96),1,5.9,566.0,30.0,"Action,Adventure,Animation",0.569620253164557,0.0,0.0008041805861006466,0.22804914641234797,0,0,0,0,2,1
Action Man,2000,2000,2,26,Canada,CGI,Modern (97-09),0,6.3,457.0,30.0,"Action,Animation,Sport",0.6202531645569619,0.03125,0.0006470915468802693,0.2592005387095049,0,0,0,0,2,1
Action Pack,2022,,2,16,Coproduction,CGI,Streaming Era (2010+),1,5.0,186.0,29.0,"Action,Adventure,Animation",0.45569620253164556,0.03125,0.00025653072459841413,0.19328011369380782,0,0,0,0,2,1
"Ada Twist, Scientist",2021,,2,12,United States,CGI,Streaming Era (2010+),2,5.5,452.0,12.0,"Adventure,Animation,Comedy",0.5189873417721519,0.03125,0.0006398856276499768,0.21869240811577323,0,0,0,0,3,1
Adventure Beast,2021,,1,12,United States,Flash,Streaming Era (2010+),2,5.4,816.0,20.0,"Adventure,Animation,Comedy",0.5063291139240507,0.0,0.0011644765476152732,0.2028227647065241,0,0,0,0,2,1
Adventure Time,2010,2018,10,283,United States,Traditional,Streaming Era (2010+),8,8.7,132952.0,23.0,"Action,Adventure,Animation",0.9240506329113921,0.28125,0.19159674523040207,0.5159569394721574,1,0,0,0,2,1
Adventures from the Book of Virtues,1996,2000,3,39,United States,Traditional,Golden Age (85-96),4,7.1,504.0,30.0,"Adventure,Animation,Drama",0.721518987341772,0.0625,0.0007148271876450191,0.31066130173362,0,0,0,0,6,1
Adventures of Sonic the Hedgehog,1993,1996,1,65,United States,Traditional,Golden Age (85-96),3,6.3,4573.0,30.0,"Animation,Comedy,Family",0.6202531645569619,0.0,0.006579004257257081,0.24974601688709905,0,0,0,0,5,1
Æon Flux,1991,1995,3,16,United States,Traditional,Golden Age (85-96),4,7.8,7944.0,30.0,"Action,Adventure,Animation",0.8101265822784809,0.0625,0.011437235002320308,0.34878494166197244,1,0,0,0,2,1
Agent Binky: Pets of the Universe,2019,,2,52,Canada,CGI,Streaming Era (2010+),4,6.3,64.0,,"Adventure,Animation,Family",0.6202531645569619,0.03125,8.070629537927636e-05,0.25905894239662963,0,0,0,0,6,1
Abadas,2011,2012,1,52,United Kingdom,Flash/Live-Action,Streaming Era (2010+),1,8.8,22.0,,Family,0.9367088607594937,0.0,2.0176573844819093e-05,0.37468858844725866,1,0,0,0,1,0
Aaahh!!! Real Monsters,1994,1997,4,52,United States,Traditional,Golden Age (85-96),3,7.2,13446.0,30.0,"Animation,Comedy,Family",0.7341772151898733,0.09375,0.019366628523334206,0.33132504320678285,1,0,0,0,3,1
A Tale Dark & Grimm,2021,,1,10,United States,CGI,Streaming Era (2010+),2,7.2,2241.0,26.0,"Action,Adventure,Animation",0.7341772151898733,0.0,0.0032181635282486445,0.2944754269580115,0,0,0,0,5,1
A Pup Named Scooby-Doo,1988,1991,4,27,United States,Traditional,Golden Age (85-96),3,6.8,6652.0,30.0,"Adventure,Animation,Comedy",0.6835443037974682,0.09375,0.009575225473212717,0.30862402788729043,0,0,0,0,4,1
¡Mucha Lucha!,2002,2005,3,52,United States,Flash,Modern (97-09),3,5.8,3858.0,22.0,"Action,Adventure,Animation",0.5569620253164557,0.0625,0.005548557807325249,0.24604694957841358,0,0,0,0,2,0
100% Wolf: Legend of the Moonstone,2020,,2,26,Australia,CGI,Streaming Era (2010+),3,5.3,222.0,22.0,"Action,Adventure,Animation",0.49367088607594933,0.03125,0.0003084133430565203,0.20848295776614387,0,0,0,0,6,1
101 Dalmatians: The Series,1997,1998,2,65,United States,Traditional,Modern (97-09),1,6.1,2228.0,30.0,"Adventure,Animation,Comedy",0.5949367088607593,0.03125,0.003199428138249884,0.2497120405788662,0,0,0,0,4,1
12 oz. Mouse,2005,2020,3,31,United States,Flash,Modern (97-09),15,6.6,2640.0,15.0,"Action,Adventure,Animation",0.6582278481012657,0.0625,0.0037931958828259886,0.28611443821121274,0,0,0,0,3,0
2 Stupid Dogs,1993,1995,2,26,United States,Traditional,Golden Age (85-96),2,7.1,4926.0,22.0,"Animation,Comedy,Family",0.721518987341772,0.03125,0.007087742154915734,0.30131703047543773,0,0,0,0,3,1
3 Amigonauts,2017,2017,1,26,Canada,Flash,Streaming Era (2010+),0,6.3,61.0,22.0,Animation,0.6202531645569619,0.0,7.638274384110084e-05,0.24812036150874506,0,0,0,0,2,0
3-2-1 Penguins!,2000,2008,3,27,Coproduction,CGI,Modern (97-09),8,6.6,348.0,30.0,"Adventure,Animation,Comedy",0.6582278481012657,0.0625,0.0004900025076598921,0.28528863986742126,0,0,0,0,2,0
3000 Whys of Blue Cat,1999,2001,1,3057,China,Traditional,Modern (97-09),2,6.8,58.0,13.0,"Adventure,Animation,Comedy",0.6835443037974682,0.0,7.205919230292532e-05,0.273435736317063,0,0,0,0,5,1
3rd & Bird,2008,2008,2,51,Coproduction,Flash,Modern (97-09),0,7.7,78.0,10.0,"Animation,Family",0.7974683544303797,0.03125,0.00010088286922409545,0.3299500624894579,1,0,0,0,3,0
44 Cats,2018,2021,2,104,Italy,CGI,Streaming Era (2010+),3,5.8,392.0,13.0,"Adventure,Animation,Comedy",0.5569620253164557,0.03125,0.0005534145968864665,0.2338606637758039,0,0,0,0,2,0
64 Zoo Lane,1999,2003,2,52,Coproduction,Traditional,Modern (97-09),4,6.4,1145.0,11.0,"Animation,Family,Short",0.6329113924050632,0.03125,0.0016386260329685218,0.2645117134702674,0,0,0,0,3,1
A Bunch of Munsch,1991,1992,1,7,Canada,Traditional,Golden Age (85-96),1,7.4,51.0,30.0,"Animation,Family",0.7594936708860759,0.0,6.197090538051578e-05,0.30381296108077555,0,0,0,0,4,1
A Little Curious,1998,2000,2,43,United States,"Stop-Motion, CGI, Traditional",Modern (97-09),2,7.3,93.0,,"Animation,Comedy,Family",0.7468354430379746,0.03125,0.00012250062691497306,0.3097023023719186,0,0,0,0,3,1
A Miss Mallard Mystery,2000,2001,1,26,Coproduction,Traditional,Modern (97-09),1,8.0,300.0,22,"Adventure,Animation,Crime",0.8354430379746834,0.0,0.0004208256830490838,0.3342824216106357,1,0,0,0,4,1
3Below: Tales of Arcadia,2018,2019,2,26,United States,CGI,Streaming Era (2010+),1,7.6,8389.0,24.0,"Action,Adventure,Animation",0.7848101265822783,0.03125,0.012078561813816342,0.32788119108636543,1,0,0,0,4,1
Alabama Jackson,2022,2022,1,,United States,Stop Motion,Streaming Era (2010+),0,8.2,88.0,,Animation,0.8607594936708859,0.0,0.00011529470768468052,0.3443326211452756,1,0,0,0,2,1
Alejo & Valentina,2002,2002,4,53,Argentina,Flash,Modern (97-09),0,7.7,364.0,30.0,"Action,Adventure,Animation",0.7974683544303797,0.09375,0.0005130614491968283,0.35192810713445105,1,0,0,0,3,1
Amphibia,2019,2022,3,58,United States,Traditional,Streaming Era (2010+),3,8.3,11662.0,23.0,"Action,Adventure,Animation",0.8734177215189872,0.0625,0.016795556541965833,0.3754409777430863,1,0,0,0,1,0
Anabel,2005,2011,2,23,Brazil,Flash,Modern (97-09),6,8.4,61.0,,"Animation,Family,Fantasy",0.8860759493670886,0.03125,7.638274384110084e-05,0.3653869754327957,1,0,0,0,1,0
Anatole,1998,2000,1,26,Canada,Traditional,Modern (97-09),2,7.4,59.0,30.0,"Animation,Family",0.7594936708860759,0.0,7.350037614898383e-05,0.3038158434484676,0,0,0,0,1,0
Angela Anaconda,1999,2002,3,65,Coproduction,Stop Motion,Modern (97-09),3,4.6,3176.0,30.0,"Animation,Comedy,Family",0.40506329113924044,0.0625,0.004565670424313348,0.18504173406177452,0,0,0,0,2,1
Angelina Ballerina,2001,2006,2,20,United Kingdom,Traditional,Modern (97-09),5,5.6,737.0,23.0,"Animation,Family",0.5316455696202531,0.03125,0.0010506230237766513,0.22385838360404542,0,0,0,0,2,1
Angelmouse,1999,2000,1,26,United Kingdom,Traditional,Modern (97-09),1,7.3,49.0,5.0,"Animation,Family,Fantasy",0.7468354430379746,0.0,5.908853768839877e-05,0.29874894934961194,0,0,0,0,1,0
Angry Birds Blues,2017,2017,1,30,Finland,CGI,Streaming Era (2010+),0,6.5,325.0,2.0,"Adventure,Animation,Comedy",0.6455696202531644,0.0,0.0004568552792005465,0.25834206192106596,0,0,0,0,3,1
Angry Birds Toons,2013,2016,3,104,Finland,Flash/Traditional,Streaming Era (2010+),3,6.4,1366.0,3.0,"Action,Adventure,Animation",0.6329113924050632,0.0625,0.0019571276629474516,0.27552883887776214,0,0,0,0,3,1
Angry Birds: Summer Madness,2022,,3,36,Coproduction,Flash,Streaming Era (2010+),1,5.7,1158.0,11,"Action,Adventure,Animation",0.5443037974683544,0.0625,0.0016573614229672825,0.2400108593430836,0,0,0,0,4,1
Angry Kid,1999,2007,4,66,United Kingdom,Stop Motion,Modern (97-09),8,7.0,362.0,1.0,"Animation,Comedy,Short",0.7088607594936708,0.09375,0.0005101790815047112,0.3164843485678445,0,0,0,0,2,1
Animal Crackers,1997,1997,3,52,Coproduction,Traditional,Modern (97-09),0,7.3,122.0,23.0,"Animation,Comedy,Family",0.7468354430379746,0.0625,0.00016429495845066974,0.3206502509548025,1,0,0,0,2,1
Animaniacs,1993,1998,5,99,United States,Traditional,Golden Age (85-96),5,7.8,27679.0,21.0,"Adventure,Animation,Comedy",0.8101265822784809,0.125,0.03987899820428493,0.3777703824624636,1,0,0,0,1,0
Animism,2013,2014,2,26,Canada,Traditional,Streaming Era (2010+),1,5.3,22.0,30.0,Animation,0.49367088607594933,0.03125,2.0176573844819093e-05,0.20841089857384093,0,0,0,0,1,0
American Dragon: Jake Long,2005,2007,2,52,United States,Traditional,Modern (97-09),2,6.6,15194.0,30.0,"Action,Adventure,Animation",0.6582278481012657,0.03125,0.021885817886244475,0.2797000937120674,0,0,0,0,4,1
American Dad!,2005,,18,321,United States,"Traditional (seasons 1–3), Flash (season 4-present)",Modern (97-09),18,7.4,144314.0,22.0,"Animation,Comedy",0.7594936708860759,0.53125,0.20797147608931882,0.5417278373767601,1,0,0,0,2,1
ALVINNN!!! and the Chipmunks,2015,,5,107,Coproduction,CGI,Streaming Era (2010+),8,4.7,2056.0,11,"Animation,Comedy,Family",0.4177215189873418,0.125,0.002951544516727821,0.21157649372411869,0,0,0,0,4,1
Alva's World,2021,2021,1,,Ireland,Traditional,Streaming Era (2010+),0,8.1,15.0,,Animation,0.8481012658227846,0.0,1.0088286922409545e-05,0.33924302840084447,1,0,0,0,2,1
ALF Tales,1988,1989,2,21,United States,Traditional,Golden Age (85-96),1,6.3,372.0,30.0,"Animation,Comedy,Family",0.6202531645569619,0.03125,0.0005245909199652963,0.25916991355277613,0,0,0,0,2,1
Alfred J. Kwak,1989,1991,1,52,Coproduction,Traditional,Golden Age (85-96),2,7.8,2741.0,25.0,"Adventure,Animation,Drama",0.8101265822784809,0.0,0.003938755451277898,0.32503532177421185,1,0,0,0,3,1
Alice's Wonderland Bakery,2022,,1,18,United States,CGI,Streaming Era (2010+),1,6.1,368.0,22.0,"Action,Adventure,Animation",0.5949367088607593,0.0,0.0005188261845810622,0.238104390090449,0,0,0,0,3,1
Alien Racers,2005,2005,1,26,Coproduction,CGI,Modern (97-09),0,7.2,46.0,30.0,"Adventure,Animation,Sci-Fi",0.7341772151898733,0.0,5.476498615022324e-05,0.2936845773224869,0,0,0,0,2,1
Alienators: Evolution Continues,2001,2002,1,26,United States,Traditional,Modern (97-09),1,5.6,211.0,30.0,"Action,Animation,Comedy",0.5316455696202531,0.0,0.0002925603207498768,0.21273136792828873,0,0,0,0,3,1
Alisa Knows What to Do!,2013,2016,1,24,Russia,CGI,Streaming Era (2010+),3,5.9,73.0,,"Adventure,Animation,Family",0.569620253164557,0.0,9.367694999380292e-05,0.22787152050332127,0,0,0,0,5,1
All Dogs Go to Heaven: The Series,1996,1998,3,40,United States,Traditional,Golden Age (85-96),2,6.5,733.0,22.0,"Adventure,Animation,Comedy",0.6455696202531644,0.0625,0.0010448582883924172,0.2803640626733639,0,0,0,0,7,1
All-New Dennis the Menace,1993,1993,1,13,United States,Traditional,Golden Age (85-96),0,6.5,184.0,,"Animation,Comedy,Family",0.6455696202531644,0.0,0.0002536483569062971,0.25829126019049237,0,0,0,0,4,1
Allsorts,1987,1990,9,212,United Kingdom,Live Action,Golden Age (85-96),3,5.8,8.0,,Family,0.5569620253164557,0.25,0.0,0.31028481012658227,0,0,0,0,1,0
Alma's Way,2021,,1,18,Coproduction,Traditional,Streaming Era (2010+),2,7.6,147.0,22.0,"Animation,Family",0.7848101265822783,0.0,0.00020032455460213238,0.31397413177156186,0,0,0,0,2,1
Almost Naked Animals,2011,2013,3,52,Canada,Flash,Streaming Era (2010+),2,3.2,2035.0,22.0,"Adventure,Animation,Comedy",0.22784810126582275,0.0625,0.0029212796559605924,0.11374456042031926,0,0,0,0,3,1
Alphablocks,2010,2013,4,91,United Kingdom,CGI,Streaming Era (2010+),3,7.8,183.0,5.0,"Animation,Family,Musical",0.8101265822784809,0.09375,0.0002522071730602386,0.3569261847046574,1,0,0,0,1,0
All Grown Up!,2003,2008,5,55,United States,Traditional,Modern (97-09),5,5.5,6155.0,30.0,"Action,Adventure,Animation",0.5189873417721519,0.125,0.008858957101721639,0.2535596759842912,0,0,0,0,3,1
Drawn Together,2004,2007,3,36,United States,Traditional,Modern (97-09),3,7.1,22811.0,22.0,"Animation,Comedy",0.721518987341772,0.0625,0.03286331524167212,0.3186984237471268,0,0,0,0,2,1
Anna & Friends,2022,,1,78,France,CGI,Streaming Era (2010+),1,7.6,17.0,,Animation,0.7848101265822783,0.0,1.2970654614526557e-05,0.313927293296565,0,0,0,0,3,1
Anne of Green Gables: The Animated Series,2001,2002,1,26,Canada,Traditional,Modern (97-09),1,6.4,252.0,,"Animation,Drama,Family",0.6329113924050632,0.0,0.0003516488584382755,0.25325246917663485,0,0,0,0,7,1
Zou,2012,2013,3,36,France,CGI,Streaming Era (2010+),1,7.2,117.0,11.0,"Animation,Family",0.7341772151898733,0.0625,0.0001570890392203772,0.3155851583357544,0,0,0,0,1,0
Braceface,2001,2005,3,78,Coproduction,Traditional,Modern (97-09),4,6.4,4003.0,30.0,"Animation,Comedy,Family",0.6329113924050632,0.0625,0.0057575294650037325,0.27647893932827616,0,0,0,0,1,0
Devil May Care,2021,,1,6,United States,Flash,Streaming Era (2010+),2,6.2,461.0,12,"Animation,Comedy",0.6075949367088607,0.0,0.0006528562822645034,0.2432011887541104,0,0,0,0,3,1
Budgie the Little Helicopter,1994,1996,3,39,United Kingdom,Traditional,Golden Age (85-96),2,5.7,235.0,11.0,"Animation,Family",0.5443037974683544,0.0625,0.0003271487330552809,0.23967830617060562,0,0,0,0,4,1
Buddi,2020,2020,2,16,United States,CGI,Streaming Era (2010+),0,6.9,80.0,12.0,"Adventure,Animation,Comedy",0.6962025316455696,0.03125,0.00010376523691621246,0.2894444539674569,0,0,0,0,1,0
Dexter's Laboratory,1996,1998,4,78,United States,Traditional,Golden Age (85-96),2,7.8,58003.0,23.0,"Adventure,Animation,Comedy",0.8101265822784809,0.09375,0.08358145715216309,0.37775849719943316,1,0,0,0,2,1
Bruno the Kid,1996,1997,1,36,United States,Traditional,Golden Age (85-96),1,6.4,286.0,22.0,"Action,Adventure,Animation",0.6329113924050632,0.0,0.00040064910920426476,0.25326471923932636,0,0,0,0,3,1
Bromwell High,2005,2005,1,13,Coproduction,Flash,Modern (97-09),0,6.9,456.0,30.0,"Animation,Comedy",0.6962025316455696,0.0,0.0006456503630342109,0.27864242524898636,0,0,0,0,2,1
Bugs Bunny Builders,2022,,1,8,United States,Traditional,Streaming Era (2010+),1,6.5,185.0,11.0,"Adventure,Animation,Comedy",0.6455696202531644,0.0,0.0002550895407523556,0.2582916204864539,0,0,0,0,3,1
BraveStarr,1987,1988,1,65,United States,Traditional,Golden Age (85-96),1,7.1,3515.0,30.0,"Action,Adventure,Animation",0.721518987341772,0.0,0.005054231748127182,0.2898711528737406,0,0,0,0,1,0
Dick Figures,2010,2015,6,54,United States,Flash,Streaming Era (2010+),5,7.7,731.0,2.0,"Animation,Comedy",0.7974683544303797,0.15625,0.0010419759207003002,0.37393533575232696,1,0,0,0,2,1
Dicktown,2020,,1,10,United States,Traditional/Flash,Streaming Era (2010+),3,6.9,898.0,23.0,"Animation,Comedy,Mystery",0.6962025316455696,0.0,0.0012826536229920708,0.2788016760639759,0,0,0,0,1,0
Bratz,2005,2007,2,40,United States,CGI,Modern (97-09),2,4.3,1188.0,21.0,"Adventure,Animation,Comedy",0.36708860759493667,0.03125,0.0017005969383490375,0.1581980922725619,0,0,0,0,1,0
Brandy & Mr. Whiskers,2004,2006,2,39,United States,Flash,Modern (97-09),2,6.4,3714.0,30.0,"Adventure,Animation,Comedy",0.6329113924050632,0.03125,0.005341027333492824,0.2654373137953985,0,0,0,0,4,1
Brady's Beasts,2005,2006,1,26,Canada,Traditional,Modern (97-09),1,6.3,37.0,30.0,"Animation,Family",0.6202531645569619,0.0,4.179433153569669e-05,0.2481117144056687,0,0,0,0,2,1
Crash Canyon,2011,2013,2,26,Canada,Flash,Streaming Era (2010+),2,4.4,879.0,22.0,"Animation,Comedy",0.379746835443038,0.03125,0.0012552711299169592,0.16315005195969445,0,0,0,0,2,1
Dilbert,1999,2000,2,30,United States,Traditional,Modern (97-09),1,7.3,6161.0,30.0,"Animation,Comedy",0.7468354430379746,0.03125,0.00886760420479799,0.3118885782663893,0,0,0,0,1,0
Boy Girl Dog Cat Mouse Cheese,2019,,1,52,Coproduction,Flash,Streaming Era (2010+),4,6.2,252.0,11.0,"Animation,Comedy,Family",0.6075949367088607,0.0,0.0003516488584382755,0.24312588689815384,0,0,0,0,6,1
Bounty Hunters,2013,2013,1,13,Coproduction,Traditional,Streaming Era (2010+),0,2.2,609.0,30.0,"Animation,Comedy",0.10126582278481014,0.0,0.0008661514914811623,0.04072286698679435,0,0,0,0,2,1
Boris and Rufus,2018,,2,39,Brazil,Flash,Streaming Era (2010+),5,8.5,78.0,11.0,"Animation,Comedy,Family",0.8987341772151897,0.03125,0.00010088286922409545,0.3704563916033819,1,0,0,0,3,1
Brave Bunnies,2021,,1,50,United Kingdom,Flash,Streaming Era (2010+),2,7.6,40.0,7,"Animation,Family",0.7848101265822783,0.0,4.6117883073872204e-05,0.31393558010367983,0,0,0,0,2,1
Bordertown,2016,2016,1,13,United States,Flash,Streaming Era (2010+),0,7.6,13234.0,60.0,"Crime,Drama,Mystery",0.7848101265822783,0.0,0.019061097547969804,0.31868932501990377,0,0,0,0,1,0
Detention,1999,2000,1,13,United States,Traditional,Modern (97-09),1,7.1,139.0,30.0,"Animation,Comedy,Family",0.721518987341772,0.0,0.00018879508383366433,0.2886547937076672,0,0,0,0,1,0
Captain Biceps,2010,2011,1,78,France,Traditional,Streaming Era (2010+),1,7.6,23.0,,Animation,0.7848101265822783,0.0,2.1617757690877596e-05,0.31392945507233405,0,0,0,0,2,1
Capitol Critters,1992,1992,1,13,United States,Traditional,Golden Age (85-96),0,6.4,332.0,30.0,"Action,Adventure,Animation",0.6329113924050632,0.0,0.00046694356612295607,0.253281292853556,0,0,0,0,2,1
Deepa & Anoop,2022,,1,10,United States,CGI,Streaming Era (2010+),1,7.9,99.0,25.0,"Adventure,Animation,Comedy",0.8227848101265822,0.0,0.00013114772999132409,0.3291467109831307,1,0,0,0,3,1
Delfy and His Friends,1992,1992,1,91,Spain,Traditional,Golden Age (85-96),0,4.2,128.0,23.0,"Adventure,Animation,Family",0.35443037974683544,0.0,0.00017294206152702077,0.14181538741411595,0,0,0,0,4,1
Camp Lakebottom,2013,2017,3,128,Canada,Flash,Streaming Era (2010+),4,5.4,1318.0,22.0,"Action,Adventure,Animation",0.5063291139240507,0.0625,0.0018879508383366434,0.22487863327920443,0,0,0,0,2,1
Camp Candy,1989,1992,3,19,United States,Traditional,Golden Age (85-96),3,6.8,688.0,30.0,"Adventure,Animation,Comedy",0.6835443037974682,0.0625,0.0009800050153197844,0.2955377227728172,0,0,0,0,2,1
