title,premiere_year,final_year,seasons,episodes,country,technique,era,run_years,averageRating,numVotes,runtimeMinutes,genres,tconst
"Inch High, Private Eye",1973,1973,,13,United States,,Bronze Age (70s-84),0,6.4,373.0,30.0,"Animation,Comedy,Family",tt0069595
Inhumanoids,1986,1986,,13,United States,,Golden Age (85-96),0,7.3,527.0,30.0,"Action,Adventure,Animation",tt0090457
Itadakiman,1983,1983,,20,Japan,,Bronze Age (70s-84),0,6.8,12.0,30.0,"Adventure,Animation,Sci-Fi",tt1527423
Itazura Tenshi Chippo-Chan,1970,1970,,,Japan,,Bronze Age (70s-84),0,,,,"Animation,Comedy",tt30810896
Ivor the Engine,1959,1959,,40,United Kingdom,,Classic (pre-1970),0,7.7,93.0,10.0,"Animation,Family",tt0198157
Jabberjaw,1976,1978,,16,United States,,Bronze Age (70s-84),2,6.0,1363.0,30.0,"Animation,Comedy,Family",tt0177447
James the Cat,1984,1998,,52,United Kingdom,,Bronze Age (70s-84),14,7.3,155.0,5.0,"Action,Adventure,Animation",tt0813723
Jamie and the Magic Torch,1976,1979,,39,United Kingdom,,Bronze Age (70s-84),3,7.6,433.0,10.0,"Animation,Family,Fantasy",tt0433298
Jana of the Jungle,1978,1978,,13,United States,,Bronze Age (70s-84),0,7.0,134.0,30.0,"Adventure,Animation",tt0190911
Jayce and the Wheeled Warriors,1985,1986,,65,United States,,Golden Age (85-96),1,7.2,1774.0,30.0,"Action,Adventure,Animation",tt0217941
Jeannie,1973,1973,,16,United States,,Bronze Age (70s-84),0,6.0,246.0,30.0,"Animation,Comedy,Family",tt0069596
Jem,1985,1988,,65,United States,,Golden Age (85-96),3,7.4,3557.0,22.0,"Adventure,Animation,Drama",tt0090461
Jetter Mars,1977,1977,,27,Japan,,Bronze Age (70s-84),0,7.0,53.0,25.0,"Action,Adventure,Animation",tt4926606
Hustle Punch,1965,1966,,,Japan,,Classic (pre-1970),1,6.8,29.0,25.0,"Animation,Comedy",tt3057476
Hulk Hogan's Rock 'n' Wrestling,1985,1986,,38,United States,,Golden Age (85-96),1,6.2,478.0,60.0,"Action,Animation,Comedy",tt0203265
Hot Wheels,1969,1971,,17,United States,,Classic (pre-1970),2,7.2,75.0,30.0,"Animation,Family",tt0063912
Hoshi no Ko Poron,1974,1975,,260,Japan,,Bronze Age (70s-84),1,3.6,10.0,5.0,Animation,tt1653971
Hattytown Tales,1969,1973,,26,United Kingdom,,Classic (pre-1970),4,7.8,27.0,,"Animation,Family",tt0823980
Hazedon,1972,1972,,,Japan,,Bronze Age (70s-84),0,5.3,9.0,30.0,"Adventure,Animation,Comedy",tt1653969
Heart Cocktail,1986,1986,,13,Japan,,Golden Age (85-96),0,6.2,10.0,3.0,"Animation,Drama,Romance",tt16436398
Heathcliff,1980,1981,,39,United States,,Bronze Age (70s-84),1,6.5,2918.0,30.0,"Animation,Comedy,Family",tt0173556
Heavy Metal L-Gaim,1984,1985,,54,Japan,,Bronze Age (70s-84),1,5.9,101.0,30.0,"Action,Animation,Sci-Fi",tt0377207
"Heidi, Girl of the Alps",1974,1974,,52,Japan,,Bronze Age (70s-84),0,7.5,6639.0,24.0,"Adventure,Animation,Comedy",tt0070968
Jim and Judy in Teleland,1949,1949,,52,United States,,Classic (pre-1970),0,4.0,19.0,5.0,"Adventure,Animation,Family",tt1419885
Help!... It's the Hair Bear Bunch!,1971,1972,,16,United States,,Bronze Age (70s-84),1,6.3,724.0,30.0,"Animation,Comedy,Family",tt0066667
Here Comes The Grump,1969,1969,,,United States,,Classic (pre-1970),0,7.4,177.0,30.0,"Action,Adventure,Animation",tt0063910
Hero High,1981,1982,,26,United States,,Bronze Age (70s-84),1,7.2,45.0,30,Animation,tt3555528
"Heyyy, It's the King!",1977,1977,,13,United States,,Bronze Age (70s-84),0,5.9,37.0,9.0,"Adventure,Animation,Comedy",tt11434666
Hoka Hoka Kazoku,1976,1982,,1428,Japan,,Bronze Age (70s-84),6,,,,Biography,tt17422528
Hokey Wolf,1960,1960,,26,United States,,Classic (pre-1970),0,6.5,96.0,7.0,"Adventure,Animation,Comedy",tt11427390
Hong Kong Phooey,1974,1977,,16,United States,,Bronze Age (70s-84),3,6.9,4373.0,22.0,"Action,Adventure,Animation",tt0070996
Hoppity Hooper,1964,1975,,104,United States,,Classic (pre-1970),11,7.6,132.0,30.0,"Animation,Comedy",tt0057756
Henry's Cat,1983,1992,,,United Kingdom,,Bronze Age (70s-84),9,6.8,183.0,5.0,"Animation,Family",tt0084064
Milton the Monster,1965,1967,,26,United States,,Classic (pre-1970),2,7.3,176.0,30.0,"Animation,Comedy,Family",tt0058826
Joe 90,1968,1968,,,United Kingdom,,Classic (pre-1970),0,6.8,747.0,30.0,"Action,Adventure,Crime",tt0062573
Josephina the Whale,1979,1979,,23,Japan,,Bronze Age (70s-84),0,7.0,39.0,552.0,"Adventure,Animation,Fantasy",tt0816386
Lucky Luke,1983,1984,,26,United States,,Bronze Age (70s-84),1,7.2,5595.0,30.0,"Adventure,Animation,Comedy",tt0175863
Ludwig,1977,1977,,,United Kingdom,,Bronze Age (70s-84),0,7.9,47.0,,"Animation,Family",tt0820430
Machine Hayabusa,1976,1976,,,Japan,,Bronze Age (70s-84),0,,,25.0,"Action,Animation",tt36647357
Machine Robo: Revenge of Cronos,1986,1986,,,Japan,,Golden Age (85-96),0,6.2,40.0,24.0,"Action,Adventure,Animation",tt0140346
Maeterlinck's Blue Bird: Tyltyl and Mytyl's Adventurous Journey,1980,1980,,26,Japan,,Bronze Age (70s-84),0,7.1,38.0,24.0,"Adventure,Animation,Fantasy",tt0303492
"Magical Emi, the Magic Star",1985,1985,,13,Japan,,Golden Age (85-96),0,6.3,178.0,24.0,"Animation,Comedy,Family",tt0288986
Magical Princess Minky Momo,1982,1983,,63,Japan,,Bronze Age (70s-84),1,7.0,148.0,25.0,"Animation,Comedy,Family",tt0159890
Magne Robo Gakeen,1976,1977,,39,Japan,,Bronze Age (70s-84),1,7.1,37.0,24.0,"Action,Animation,Sci-Fi",tt1939184
Maison Ikkoku,1986,1988,,96,Japan,,Golden Age (85-96),2,8.1,1418.0,25.0,"Animation,Comedy,Drama",tt0090479
Manga Aesop Monogatari,1983,1983,,12,Japan,,Bronze Age (70s-84),0,,,,"Animation,Fantasy",tt31458061
Maple Town,1986,1987,,13,Japan,,Golden Age (85-96),1,6.6,355.0,24.0,"Adventure,Animation,Family",tt0296374
Marvelous Melmo,1971,1972,,26,Japan,,Bronze Age (70s-84),1,6.8,46.0,23.0,"Animation,Comedy,Fantasy",tt0121306
Matty's Funday Funnies,1959,1962,,,United States,,Classic (pre-1970),3,7.4,154.0,30.0,"Animation,Comedy,Family",tt0052492
Mazinger Z,1972,1974,,92,Japan,,Bronze Age (70s-84),2,7.8,1783.0,30.0,"Action,Animation,Sci-Fi",tt0169473
Mighty Heroes,1966,1966,,,United States,,Classic (pre-1970),0,7.2,212.0,30.0,"Animation,Family",tt0060007
Little Women,1981,1981,,26,Japan,,Bronze Age (70s-84),0,7.3,127.0,24.0,"Animation,Drama,Family",tt0300877
Little Wansa,1973,1973,,,Japan,,Bronze Age (70s-84),0,7.7,22.0,30.0,"Animation,Comedy,Musical",tt1300339
Linus the Lionhearted,1964,1969,,39,United States,,Classic (pre-1970),5,6.9,83.0,30.0,"Animation,Comedy",tt0057763
Les Shadoks,1968,1968,,,France,,Classic (pre-1970),0,8.0,201.0,2.0,"Animation,Comedy",tt0218789
Josie and the Pussycats,1970,1972,,16,United States,,Bronze Age (70s-84),2,6.2,2583.0,30.0,"Animation,Comedy,Family",tt0065307
Journey to the Center of the Earth,1967,1969,,17,United States,,Classic (pre-1970),2,6.7,148.0,30.0,"Animation,Family,Fantasy",tt0061270
Judo Boy,1969,1969,,26,Japan,,Classic (pre-1970),0,6.9,143.0,24.0,"Action,Adventure,Animation",tt0296367
Kaibutsu-kun,1968,1969,,48,Japan,,Classic (pre-1970),1,7.6,15.0,25.0,"Animation,Comedy,Horror",tt0320873
"Katri, Girl of the Meadows",1984,1984,,49,Japan,,Bronze Age (70s-84),0,7.1,625.0,24.0,"Animation,Drama",tt0168346
Kid Power,1972,1972,,17,United States,,Bronze Age (70s-84),0,7.8,56.0,,"Animation,Comedy,Family",tt0356272
Kidd Video,1984,1985,,26,United States,,Bronze Age (70s-84),1,7.4,395.0,30.0,"Adventure,Animation,Comedy",tt0086743
Jonny Quest,1964,1965,,26,United States,,Classic (pre-1970),1,7.9,5985.0,30.0,"Action,Adventure,Animation",tt0057730
Kideo TV,1986,1986,,13,United States,,Golden Age (85-96),0,,,90.0,"Animation,Comedy,Family",tt0174402
King Leonardo and His Short Subjects,1960,1963,,203,United States,,Classic (pre-1970),3,7.0,114.0,30.0,"Animation,Comedy,Family",tt0053515
King Rollo,1980,1980,,13,United Kingdom,,Bronze Age (70s-84),0,7.6,83.0,5.0,"Animation,Family",tt0080237
Kyoryu Tankentai Born Free,1976,1977,,,Japan,,Bronze Age (70s-84),1,6.6,32.0,24.0,"Adventure,Animation,Mystery",tt3704860
Lady Georgie,1983,1984,,45,Japan,,Bronze Age (70s-84),1,7.3,581.0,,"Adventure,Animation,Comedy",tt0297580
Laverne & Shirley in the Army,1981,1981,,13,United States,,Bronze Age (70s-84),0,5.7,165.0,30.0,"Animation,Comedy,Family",tt0081893
Lazer Tag Academy,1986,1987,,13,United States,,Golden Age (85-96),1,6.1,129.0,24.0,"Adventure,Animation,Family",tt0361197
Leo the Lion,1966,1967,,26,Japan,,Classic (pre-1970),1,6.9,102.0,24.0,"Animation,Drama,Family",tt0271911
Kimba the White Lion,1965,1967,,,Japan,,Classic (pre-1970),2,6.9,1192.0,24.0,"Adventure,Animation,Family",tt0058817
Anne of Green Gables: The Animated Series,2001,2002,1,26,Canada,Traditional,Modern (97-09),1,6.4,252.0,,"Animation,Drama,Family",tt0283705
Zou,2012,2013,3,36,France,CGI,Streaming Era (2010+),1,7.2,117.0,11.0,"Animation,Family",tt2587622
Braceface,2001,2005,3,78,"Canada, China",Traditional,Modern (97-09),4,6.4,4003.0,30.0,"Animation,Comedy,Family",tt0286347
Devil May Care,2021,,1,6,United States,Flash,Streaming Era (2010+),2,6.2,461.0,12,"Animation,Comedy",tt11868868
Dex Hamilton: Alien Entomologist,2008,2008,,26,"Australia, Canada",Flash,Modern (97-09),0,7.4,101.0,30.0,"Action,Adventure,Animation",tt1308744
Budgie the Little Helicopter,1994,1996,3,39,United Kingdom,Traditional,Golden Age (85-96),2,5.7,235.0,11.0,"Animation,Family",tt0492509
Buddi,2020,2020,2,16,United States,CGI,Streaming Era (2010+),0,6.9,80.0,12.0,"Adventure,Animation,Comedy",tt11829340
Bubu and the Little Owls,2018,2021,,26,Brazil,Flash,Streaming Era (2010+),3,7.4,51.0,21.0,"Animation,Family",tt8884124
Dexter's Laboratory,1996,1998,4,78,United States,Traditional,Golden Age (85-96),2,7.8,58003.0,23.0,"Adventure,Animation,Comedy",tt0115157
Bruno the Kid,1996,1997,1,36,United States,Traditional,Golden Age (85-96),1,6.4,286.0,22.0,"Action,Adventure,Animation",tt0115118
Bruno and the Banana Bunch,2007,2007,,26,Canada,CGI,Modern (97-09),0,6.0,26.0,15.0,"Animation,Family",tt1864657
Bromwell High,2005,2005,1,13,"Britain, Canada",Flash,Modern (97-09),0,6.9,456.0,30.0,"Animation,Comedy",tt0453418
Bro'Town,2004,2009,,32,English (New Zealand),Traditional,Modern (97-09),5,6.9,347.0,22.0,"Animation,Comedy",tt0491515
Brickleberry,2012,2015,,36,United States,Flash (season 1)/Toon Boom (season 2–3),Streaming Era (2010+),3,7.3,19292.0,22.0,"Animation,Comedy",tt2022713
Breadwinners,2014,2016,,40,United States,Flash,Streaming Era (2010+),2,3.0,4537.0,,"Animation,Comedy,Family",tt3481544
Bugs Bunny Builders,2022,,1,8,United States,Traditional,Streaming Era (2010+),1,6.5,185.0,11.0,"Adventure,Animation,Comedy",tt21050232
BraveStarr,1987,1988,1,65,United States,Traditional,Golden Age (85-96),1,7.1,3515.0,30.0,"Action,Adventure,Animation",tt0127471
Dick Figures,2010,2015,6,54,United States,Flash,Streaming Era (2010+),5,7.7,731.0,2.0,"Animation,Comedy",tt1901983
Dicktown,2020,,1,10,United States,Traditional/Flash,Streaming Era (2010+),3,6.9,898.0,23.0,"Animation,Comedy,Mystery",tt12956576
Bratz,2005,2007,2,40,United States,CGI,Modern (97-09),2,4.3,1188.0,21.0,"Adventure,Animation,Comedy",tt0471990
Brandy & Mr. Whiskers,2004,2006,2,39,United States,Flash,Modern (97-09),2,6.4,3714.0,30.0,"Adventure,Animation,Comedy",tt0423621
Brady's Beasts,2005,2006,1,26,Canada,Traditional,Modern (97-09),1,6.3,37.0,30.0,"Animation,Family",tt0449497
Crash Canyon,2011,2013,2,26,Canada,Flash,Streaming Era (2010+),2,4.4,879.0,22.0,"Animation,Comedy",tt1885560
Boyster,2014,2015,,40,"Britain, France",CGI,Streaming Era (2010+),1,6.1,259.0,11,"Adventure,Animation,Comedy",tt3828132
Dilbert,1999,2000,2,30,United States,Traditional,Modern (97-09),1,7.3,6161.0,30.0,"Animation,Comedy",tt0118984
Boy Girl Dog Cat Mouse Cheese,2019,,1,52,"France, Ireland, United States",Flash,Streaming Era (2010+),4,6.2,252.0,11.0,"Animation,Comedy,Family",tt11351236
Bounty Hunters,2013,2013,1,13,"Canada, United States",Traditional,Streaming Era (2010+),0,2.2,609.0,30.0,"Animation,Comedy",tt2168240
Bounty Hamster,2003,2004,,26,United Kingdom,Traditional,Modern (97-09),1,7.7,96.0,11.0,"Action,Animation,Comedy",tt1145491
Boris and Rufus,2018,,2,39,Brazil,Flash,Streaming Era (2010+),5,8.5,78.0,11.0,"Animation,Comedy,Family",tt8365266
Brave Bunnies,2021,,1,50,United Kingdom,Flash,Streaming Era (2010+),2,7.6,40.0,7,"Animation,Family",tt11660930
Bordertown,2016,2016,1,13,United States,Flash,Streaming Era (2010+),0,7.6,13234.0,60.0,"Crime,Drama,Mystery",tt4937942
Bugsbot Ignition,2019,,,26,South Korea,Traditional/CGI,Streaming Era (2010+),4,,,24,"Action,Adventure,Animation",tt37964758
Detention,1999,2000,1,13,United States,Traditional,Modern (97-09),1,7.1,139.0,30.0,"Animation,Comedy,Family",tt0218759
Captain Biceps,2010,2011,1,78,France,Traditional,Streaming Era (2010+),1,7.6,23.0,,Animation,tt5017402
Capitol Critters,1992,1992,1,13,United States,Traditional,Golden Age (85-96),0,6.4,332.0,30.0,"Action,Adventure,Animation",tt0103383
Deepa & Anoop,2022,,1,10,United States,CGI,Streaming Era (2010+),1,7.9,99.0,25.0,"Adventure,Animation,Comedy",tt15527388
Delfy and His Friends,1992,1992,1,91,Spain,Traditional,Golden Age (85-96),0,4.2,128.0,23.0,"Adventure,Animation,Family",tt1292277
Can You Teach My Alligator Manners?,2008,2009,,20,"United States, Canada, Britain",Flash,Modern (97-09),1,8.2,59.0,3,"Animation,Family",tt1216714
Delta State,2004,2005,,26,"Canada, France",Traditional,Modern (97-09),1,7.2,170.0,22.0,"Animation,Sci-Fi",tt0385399
Camp Lakebottom,2013,2017,3,128,Canada,Flash,Streaming Era (2010+),4,5.4,1318.0,22.0,"Action,Adventure,Animation",tt2492366
Camp Candy,1989,1992,3,19,United States,Traditional,Golden Age (85-96),3,6.8,688.0,30.0,"Adventure,Animation,Comedy",tt0096553
Cake,2019,,4,33,United States,Flash/Live-action,Streaming Era (2010+),4,6.6,766.0,,"Animation,Comedy",tt10768172
Dennis & Gnasher: Unleashed!,2017,,,52,United Kingdom,CGI,Streaming Era (2010+),6,6.8,122.0,,"Adventure,Animation,Comedy",tt7081512
Caillou,1997,2010,5,144,Canada,"Traditional, Flash",Modern (97-09),13,3.9,4540.0,30.0,"Adventure,Animation,Comedy",tt0262153
Cadillacs and Dinosaurs,1993,1994,1,13,"United States, Canada",Traditional,Golden Age (85-96),1,7.1,551.0,30.0,"Adventure,Animation,Sci-Fi",tt0101056
Detentionaire,2011,2015,4,60,Canada,Flash,Streaming Era (2010+),4,8.0,708.0,22.0,"Action,Adventure,Animation",tt2130507
C.O.P.S.,1988,1989,1,65,United States,Traditional,Golden Age (85-96),1,7.0,1704.0,30.0,"Action,Animation,Crime",tt0163438
Buzz Lightyear of Star Command,2000,2001,2,65,United States,Traditional,Modern (97-09),1,6.7,4367.0,30.0,"Action,Adventure,Animation",tt0260602
Butterbean's Café,2018,2020,2,60,"Ireland, United States",CGI,Streaming Era (2010+),2,6.6,255.0,22.0,"Animation,Family,Fantasy",tt7833624
Busytown Mysteries,2007,2010,,5,Canada,Flash,Modern (97-09),3,6.3,222.0,30.0,"Animation,Comedy,Family",tt1002836
"Denver, the Last Dinosaur",1988,1988,2,52,United States,Traditional,Golden Age (85-96),0,6.4,2747.0,30.0,"Adventure,Animation,Comedy",tt0190178
Bureau of Alien Detectors,1996,1996,1,13,United States,Traditional,Golden Age (85-96),0,7.6,94.0,20.0,"Animation,Sci-Fi,Thriller",tt0123342
Bunty Billa Aur Babban,2022,,2,52,India,Flash,Streaming Era (2010+),1,,,,Animation,tt30395319
Bunsen Is a Beast,2017,2018,1,26,United States,Flash,Streaming Era (2010+),1,4.0,882.0,22.0,"Adventure,Animation,Comedy",tt6433606
Bunny Maloney,2009,2011,,52,France,CGI,Modern (97-09),2,7.2,161.0,,"Animation,Comedy",tt2118094
Bunnicula,2016,2018,3,104,United States,Flash,Streaming Era (2010+),2,7.2,856.0,11.0,"Adventure,Animation,Comedy",tt5444412
Bump in the Night,1994,1995,2,26,United States,Live-Action/Stop-Motion,Golden Age (85-96),1,7.9,761.0,25.0,"Adventure,Animation,Comedy",tt0162796
Descendants: Wicked World,2015,2017,2,33,United States,CGI,Streaming Era (2010+),2,6.3,1547.0,2.0,"Animation,Comedy,Family",tt4951098
Bump,1990,1994,2,27,United Kingdom,Traditional,Golden Age (85-96),4,7.8,17.0,5.0,"Animation,Family",tt6841234
C.L.Y.D.E.,1990,1991,1,26,Canada,Traditional,Golden Age (85-96),1,6.8,40.0,25.0,"Adventure,Animation,Comedy",tt1677689
Captain Flamingo,2006,2010,,52,"Canada, Philippines",Flash,Modern (97-09),4,4.4,851.0,22.0,"Animation,Comedy,Family",tt0470105
Dino Aventuras,2015,2015,,20,Brazil,CGI,Streaming Era (2010+),0,8.6,60.0,7.0,"Adventure,Animation,Family",tt4808696
Bless the Harts,2019,2021,2,34,United States,Traditional,Streaming Era (2010+),2,5.9,2746.0,30.0,"Animation,Comedy",tt9068332
Blazing Team: Masters of Yo Kwon Do,2015,2017,2,42,"China, United States",Flash,Streaming Era (2010+),2,6.9,65.0,,Animation,tt5335056
Blazing Dragons,1996,1998,2,26,"Canada, France",Traditional,Golden Age (85-96),2,7.6,98.0,23.0,"Adventure,Animation,Comedy",tt0179556
Blaze and the Monster Machines,2014,,,52,"Canada, United States",CGI,Streaming Era (2010+),9,5.7,1527.0,22.0,"Action,Adventure,Animation",tt4458594
Blaster's Universe,1999,2000,1,13,"Canada, United States",Traditional,Modern (97-09),1,7.3,61.0,30.0,"Adventure,Animation,Comedy",tt0221026
Birdz,1998,1999,1,13,Canada,Traditional,Modern (97-09),1,6.9,74.0,21.0,"Animation,Comedy,Family",tt0221020
"Do, Re & Mi",2021,,1,8,United States,CGI,Streaming Era (2010+),2,7.1,109.0,30.0,"Adventure,Animation,Comedy",tt8994298
Birdgirl,2021,,2,12,United States,Flash,Streaming Era (2010+),2,6.0,1377.0,,"Adventure,Animation,Comedy",tt10309118
Bionic Six,1987,1987,2,65,United States,Traditional,Golden Age (85-96),0,7.3,1043.0,22.0,"Action,Animation,Family",tt0092323
Bionic Max,2021,2021,1,52,France,Flash,Streaming Era (2010+),0,7.8,15.0,,"Animation,Comedy",tt9174668
Binka,2001,2001,1,26,United Kingdom,Traditional,Modern (97-09),0,6.0,37.0,5,Animation,tt3409706
Bing,2014,2019,,104,United Kingdom,CGI,Streaming Era (2010+),5,5.9,774.0,7,"Animation,Family",tt3789822
Blippi Wonders,2021,,1,28,United States,CGI,Streaming Era (2010+),2,5.2,103.0,,"Animation,Family",tt19315934
Bimble's Bucket,1996,1998,3,39,United Kingdom,Traditional,Golden Age (85-96),2,8.2,115.0,10.0,"Adventure,Animation,Family",tt1706740
Dog City,1992,1994,3,31,"United States, Canada",Traditional,Golden Age (85-96),2,7.2,476.0,23.0,"Animation,Comedy,Family",tt0120949
Billy the Cat,1996,2001,2,52,"Canada, France, Germany",Traditional,Golden Age (85-96),5,6.7,125.0,30.0,"Animation,Family",tt0365987
Billy Dilley's Super-Duper Subterranean Summer,2017,2017,,13,United States,Traditional,Streaming Era (2010+),0,3.4,617.0,22.0,"Adventure,Animation,Comedy",tt6412478
Billy,1998,1999,1,52,France,Traditional,Modern (97-09),1,8.2,18.0,10.0,"Animation,Family",tt7024964
Dog Loves Books,2020,2020,1,52,United Kingdom,Flash,Streaming Era (2010+),0,6.8,39.0,,"Animation,Family",tt12937306
Dogs in Space,2021,,1,12,United States,Traditional,Streaming Era (2010+),2,7.2,1069.0,18.0,"Action,Adventure,Animation",tt14906826
Dogstar,2006,2007,,26,Australia,Flash,Modern (97-09),1,7.6,267.0,25.0,"Adventure,Animation,Comedy",tt0772210
Donald's Quack Attack,1992,1997,1,95,United States,Traditional,Golden Age (85-96),5,7.9,11.0,22,Animation,tt32306337
Donkey Kong Country,1997,2000,2,40,"Canada, France",CGI,Modern (97-09),3,5.4,1487.0,137.0,"Action,Adventure,Animation",tt0149447
Doodlebugs,2017,2018,,6,United Kingdom,Flash,Streaming Era (2010+),1,6.7,17.0,14.0,"Animation,Comedy",tt7854266
Bill & Ted's Excellent Adventures,1990,1991,2,21,United States,Traditional,Golden Age (85-96),1,6.4,2084.0,30.0,"Adventure,Animation,Comedy",tt0098752
Biker Mice from Mars,2006,2007,,28,"Britain, United States",Traditional/Flash,Modern (97-09),1,6.4,497.0,22.0,"Action,Animation,Sci-Fi",tt0459618
Dofus: The Treasures of Kerubim,2013,2014,2,52,France,Flash,Streaming Era (2010+),1,7.8,212.0,13,"Action,Adventure,Animation",tt3818446
"Dink, the Little Dinosaur",1989,1990,2,21,United States,Traditional,Golden Age (85-96),1,7.1,346.0,30.0,"Adventure,Animation,Comedy",tt0213340
Block 13,2000,2002,3,45,Kuwait,Traditional,Modern (97-09),2,4.3,554.0,10,"Animation,Comedy,Drama",tt9908414
Blue's Clues,1996,2006,6,146,"US,UK","Traditional, Live-Action",Golden Age (85-96),10,6.9,7529.0,25.0,"Adventure,Animation,Comedy",tt0163929
Boo!,2003,2005,,65,United Kingdom,CGI/Traditional,Modern (97-09),2,6.6,79.0,30.0,"Animation,Family,Fantasy",tt0470641
Dino Babies,1994,1995,2,26,United States,Traditional,Golden Age (85-96),1,7.1,198.0,16.0,"Animation,Comedy,Family",tt0189258
Dino Ranch,2021,,2,26,United States,CGI,Streaming Era (2010+),2,5.3,392.0,22.0,"Adventure,Animation,Comedy",tt13858416
Dino-Riders,1988,1988,1,14,United States,Traditional,Golden Age (85-96),0,7.1,1588.0,22.0,"Action,Adventure,Animation",tt0094449
Dinopaws,2014,2017,,52,"Britain, Canada",CGI,Streaming Era (2010+),3,7.5,89.0,10,"Animation,Family",tt3533604
Dinosaucers,1987,1987,1,65,United States,Traditional,Golden Age (85-96),0,6.4,831.0,30.0,"Action,Animation,Comedy",tt0213341
Dinosaur Train,2009,2020,,100,United States,CGI,Modern (97-09),11,6.5,2408.0,28.0,"Adventure,Animation,Family",tt1460205
Bonkers,1993,1994,4,65,United States,Traditional,Golden Age (85-96),1,6.7,1951.0,27.0,"Action,Adventure,Animation",tt0213334
BoJack Horseman,2014,2020,,77,United States,Flash,Streaming Era (2010+),6,8.8,232584.0,25,"Animation,Comedy,Drama",tt3398228
Boj,2014,2015,,51,"Britain, Ireland",Flash,Streaming Era (2010+),1,7.0,122.0,,"Adventure,Animation,Comedy",tt4402132
BoBoiBoy Galaxy,2016,2018,2,30,Malaysia,CGI,Streaming Era (2010+),2,7.9,451.0,23,"Action,Adventure,Animation",tt10178154
BoBoiBoy,2011,2016,3,39,Malaysia,CGI,Streaming Era (2010+),5,7.2,740.0,22.0,"Action,Adventure,Animation",tt2918872
Blood of Zeus,2020,,1,8,United States,Traditional,Streaming Era (2010+),3,7.5,28594.0,30.0,"Action,Adventure,Animation",tt10009170
Bobobobs,1988,1989,2,26,Spain,Traditional,Golden Age (85-96),1,6.8,91.0,23.0,"Adventure,Animation",tt0470640
